Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,1286,1286,1277.599976,1281,1281,149
2019-01-03,1286.800049,1292,1286.699951,1291.800049,1291.800049,10
2019-01-04,1294.199951,1294.199951,1275.300049,1282.699951,1282.699951,34
2019-01-07,1286.800049,1286.800049,1286.599976,1286.800049,1286.800049,2
2019-01-08,1280.5,1283.199951,1278.199951,1283.199951,1283.199951,54
2019-01-09,1279.400024,1289.300049,1279.199951,1289.300049,1289.300049,102
2019-01-10,1284.699951,1284.699951,1284.699951,1284.699951,1284.699951,0
2019-01-11,1291.199951,1291.199951,1286.300049,1287.099976,1287.099976,11
2019-01-14,1292.400024,1293.900024,1289.099976,1289.099976,1289.099976,7
2019-01-15,1290.099976,1292.699951,1286.199951,1286.199951,1286.199951,3
2019-01-16,1291.599976,1291.599976,1291.599976,1291.599976,1291.599976,2
2019-01-17,1291.599976,1292.699951,1288.5,1291,1291,10
2019-01-18,1281.300049,1281.300049,1281.300049,1281.300049,1281.300049,3
2019-01-21,1281.900025,1282.300049,1281.900025,1281.900025,1281.900025,5
2019-01-22,1282.5,1283.300049,1282.5,1282.5,1282.5,7
2019-01-23,1281.699951,1283.900024,1278.699951,1283.099976,1283.099976,14
2019-01-24,1279.099976,1279.099976,1278.5,1279.099976,1279.099976,1
2019-01-25,1297.400024,1297.400024,1297.400024,1297.400024,1297.400024,0
2019-01-28,1300.800049,1307.099976,1298.400024,1302.400024,1302.400024,54
2019-01-29,1308.199951,1308.199951,1308.199951,1308.199951,1308.199951,213607
2019-01-30,1310.400024,1323.400024,1308.099976,1309.900024,1309.900024,54958
2019-01-31,1320,1325.400024,1316.699951,1319.699951,1319.699951,1970
2019-02-01,1320.300049,1320.699951,1315.400024,1316.900024,1316.900024,878
2019-02-04,1318.099976,1318.099976,1308.300049,1314.300049,1314.300049,675
2019-02-05,1311.099976,1315.099976,1311,1314.199951,1314.199951,362
2019-02-06,1312.5,1313.5,1305,1309.5,1309.5,358
2019-02-07,1302.900024,1310.400024,1302.199951,1309.400024,1309.400024,203
2019-02-08,1309.5,1314,1307.800049,1313.699951,1313.699951,122
2019-02-11,1313.400024,1313.400024,1304.699951,1307,1307,119
2019-02-12,1310,1312,1307.599976,1309.199951,1309.199951,109
2019-02-13,1311.599976,1316,1308.099976,1310.800049,1310.800049,143
2019-02-14,1305,1311.800049,1301.599976,1309.800049,1309.800049,858
2019-02-15,1313.599976,1318.800049,1313.599976,1318.099976,1318.099976,190
2019-02-18,1317.25,1329.450013,1317.049988,1329.099976,1329.099976,290
2019-02-19,1320.900024,1340.099976,1320.5,1340.099976,1340.099976,390
2019-02-20,1342.199951,1344,1338,1343.300049,1343.300049,581
2019-02-21,1331.300049,1334.900024,1320.900024,1323.5,1323.5,414
2019-02-22,1324.199951,1331.300049,1321,1329.199951,1329.199951,718
2019-02-25,1329.199951,1331.599976,1325.599976,1325.900024,1325.900024,185
2019-02-26,1323.300049,1325.5,1323.300049,1325.099976,1325.099976,939
2019-02-27,1327.699951,1327.900024,1316.5,1317.699951,1317.699951,604
2019-02-28,1321.099976,1323.699951,1311.5,1312.800049,1312.800049,141
2019-03-01,1312.199951,1312.199951,1288.900024,1296.400024,1296.400024,110
2019-03-04,1285.5,1287,1281.900024,1284.800049,1284.800049,28
2019-03-05,1287,1287,1282,1282,1282,114
2019-03-06,1287.099976,1287.099976,1282.599976,1284.900024,1284.900024,14
2019-03-07,1281,1284.599976,1281,1283.800049,1283.800049,11
2019-03-08,1292.099976,1297.400024,1291.599976,1297,1297,10
2019-03-11,1291,1291,1288.800049,1288.800049,1288.800049,9
2019-03-12,1294.699951,1296.300049,1294.699951,1296.300049,1296.300049,1
2019-03-13,1307.5,1307.5,1307.5,1307.5,1307.5,0
2019-03-14,1293.400024,1293.400024,1293.400024,1293.400024,1293.400024,1
2019-03-15,1300.900024,1304.699951,1300.5,1301.800049,1301.800049,26
2019-03-18,1297.300049,1302.199951,1297.300049,1300.300049,1300.300049,8
2019-03-19,1306.900024,1306.900024,1304.800049,1305,1305,20
2019-03-20,1300.699951,1300.699951,1300.5,1300.5,1300.5,2
2019-03-21,1306.099976,1306.099976,1306.099976,1306.099976,1306.099976,0
2019-03-22,1311.599976,1311.599976,1311.599976,1311.599976,1311.599976,0
2019-03-25,1320.699951,1322.900024,1320.699951,1321.900024,1321.900024,19
