Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,45.79999924,47.77999878,44.34999847,46.54000092,46.54000092,850480
2019-01-03,46.25999832,47.49000168,45.34999847,47.09000015,47.09000015,788718
2019-01-04,46.90000153,49.22000122,46.65000153,47.95999908,47.95999908,817277
2019-01-07,48.29999924,49.79000092,48.11000061,48.52000046,48.52000046,819939
2019-01-08,48.72999954,49.95000076,48.31000137,49.77999878,49.77999878,765981
2019-01-09,49.79999924,52.58000183,49.70999908,52.36000061,52.36000061,891922
2019-01-10,52.18000031,52.77999878,51.36999893,52.59000015,52.59000015,821782
2019-01-11,52.27999878,53.31000137,51.18000031,51.59000015,51.59000015,812339
2019-01-14,51.72999954,52.11000061,50.38000107,50.50999832,50.50999832,791527
2019-01-15,50.77999878,52.29999924,50.63999939,52.11000061,52.11000061,664183
2019-01-16,52,52.52000046,51.25999832,52.31000137,52.31000137,694182
2019-01-17,52.29999924,52.58000183,50.97999954,52.06999969,52.06999969,288560
2019-01-18,52.22999954,53.91999817,52.09000015,53.79999924,53.79999924,193099
2019-01-21,52.97999954,54.07999992,51.9449997,53.18499947,53.18499947,572128.5
2019-01-22,53.72999954,54.24000168,51.79999924,52.56999969,52.56999969,951158
2019-01-23,52.95000076,53.63999939,51.86000061,52.61999893,52.61999893,702866
2019-01-24,52.45000076,53.47000122,52.06999969,53.13000107,53.13000107,714415
2019-01-25,53.16999817,53.93999863,52.90999985,53.68999863,53.68999863,593385
2019-01-28,53.56000137,53.63999939,51.33000183,51.99000168,51.99000168,650667
2019-01-29,52.11999893,53.93000031,51.84000015,53.31000137,53.31000137,660527
2019-01-30,53.24000168,54.93000031,53.09000015,54.22999954,54.22999954,731312
2019-01-31,54.27999878,55.36999893,53.61999893,53.79000092,53.79000092,718650
2019-02-01,54.00999832,55.65999985,53.36999893,55.25999832,55.25999832,689566
2019-02-04,55.31999969,55.75,53.29000092,54.56000137,54.56000137,622472
2019-02-05,54.86000061,55.20999908,53.47000122,53.65999985,53.65999985,609756
2019-02-06,53.72999954,54.29999924,52.86000061,54.00999832,54.00999832,606720
2019-02-07,53.93999863,54.20999908,51.79999924,52.63999939,52.63999939,749010
